variant,split,val_size,field_mode,direction,reference,baseline_objective,neural_objective,baseline_gap_pct,neural_gap_pct,winner,urs_objective,urs_gap_pct,neural_vs_urs,neural_beats_urs,urs_neural_ties,urs_beats_neural,neural_improvement_pct,baseline_seconds,neural_seconds,neural_net_evals_mean,neural_net_evals_total,neural_model_seconds,neural_decoder_seconds
mdcvrpbpltw,heldout,8,dynamic,minimize,18.12386703491211,19.30565047264099,19.25232219696045,6.5205920759206935,6.226348713961486,neural,,,,,,,0.27623143678124795,11.595643538981676,13.901636545546353,9.625,77,1.039325105957687,12.619315098505467
mdocvrpbltw,heldout,8,dynamic,minimize,10.170628547668457,11.049589395523071,11.007219791412354,8.64214874955894,8.225560886654138,neural,,,,,,,0.38344957983583117,9.796026905998588,12.005667611490935,9.375,75,1.0422952841036022,10.775541973300278
mdocvrpbptw,heldout,8,dynamic,minimize,11.55490493774414,12.256555080413818,12.215410351753235,6.072314280818832,5.7162340803994915,neural,,,,,,,0.33569570234570617,9.224734806921333,10.589328302070498,8.875,71,0.9712721547111869,9.434921432752162
amdcvrpbltw,heldout,8,dynamic,minimize,3.6328439712524414,3.613818258047104,3.6173195838928223,-0.5237140200870866,-0.4273342726103106,baseline,,,,,,,-0.09688715911271337,10.490707743447274,13.982764715328813,13.625,109,1.5034454460255802,12.257198282983154
amdcvrpbptw,heldout,8,dynamic,minimize,3.6460750102996826,3.8541668355464935,3.8451805412769318,5.707283165019339,5.460818288565161,neural,,,,,,,0.23315789515602467,9.33830693922937,12.175582325085998,13.0,104,1.4274957133457065,10.558420975226909
amdocvrpltw,heldout,8,dynamic,minimize,2.021630048751831,1.9207998365163803,1.9125511050224304,-4.987569921494986,-5.3955937089848245,neural,,,,,,,0.42944253415337824,8.254198460374027,10.899874791968614,9.875,79,1.088592550251633,9.628123505506665
amdocvrpbtw,heldout,8,dynamic,minimize,2.0450611114501953,1.9932960867881775,1.9797978550195694,-2.5312214081128444,-3.19126191707525,neural,,,,,,,0.6771814713366522,7.823082021437585,10.520389272365719,12.125,97,1.3867873162962496,8.990538009442389
amdocvrpbpl,heldout,8,dynamic,minimize,1.5615724325180054,1.5786123126745224,1.596532940864563,1.0912001135317528,2.238801583490077,baseline,,,,,,,-1.1352140133557576,9.410769887734205,13.534107577987015,11.5,92,1.2655026083812118,12.084221800789237
mdocvrpbpltw,heldout,8,dynamic,minimize,11.763912200927734,12.53455901145935,12.57115125656128,6.55093983505624,6.861994903106162,baseline,,,,,,,-0.2919308534785734,9.223559370264411,11.298630280420184,8.5,68,0.9187460332177579,10.161363066639751
amdcvrpbpltw,heldout,8,dynamic,minimize,3.5159237384796143,3.65637543797493,3.6298263370990753,3.9947311131398675,3.2396208533441,neural,,,,,,,0.7261043436655021,9.687159781344235,12.64340160554275,12.625,101,1.3518586633726954,11.060043043456972
